set,sort_name,card_number, name,gc02,gc03,gc04,gc05,gc06,gc07,gc08,gc09,gc10,gc11,gc12,dc02,dc03,dc04,dc05,dc06,dc07,dc08,dc09,dc10,dc11,dc12,specialty,s1,s2,s3,s4,s5,s6,prioritys,priorityt,subx,suby,tagx,tagy,oc02,oc03,oc04,oc05,oc06,oc07,oc08,oc09,oc10,oc11,oc12,ro02,ro03,ro04,ro05,ro06,ro07,ro08,ro09,ro10,ro11,ro12,division,promotion,era,year,position,notes,template
SuperSet '83,Scott Irwin,83_33,Super Destroyer,DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,A,B,B,B,A,A,C,Reverse,B,A,A,Superplex,10,9 P/A,11,9 P/A,12,9,3,2,2,5,8,12,Ropes,Full Nelson 7 (xx),Hammer Lock 6,Kneedrop To Throat 8,Superplex (S),Monkey Flip Into Post 7,Figure Four Armbar 6,Claw To Midsection 8,Slam Into Turnbuckle 7,Extended Thumb Chokehold 6,Shoulder Block 6,Shoulder Block 9,Jump Off Top Rope 10,N/A,Forearm Smash To Jaw 7,Spin Under Take Down 6,Kick To Midsection 6,N/A,N/A,Superplex (S),N/A,Throw Out Of Ring (DQ),Heavyweight,Georgia,Original,1983,Tag Team,Tag team with U. Ueda in All Japan and The Masked Superstar in Georgia in December of 1982.,true
SuperSet '83,Mad Dog Vachon,83_34,Mad Dog Vachon,OC,DC,OC/TT,DC,OC,OC,OC,DC,DC,DC,OC,A,A,Reverse,B,A,A,B,C,B,B,A,Mad Dog Tactics,10,11,12 P/A,10,13,10,4,2,2,5,7,12,Rake With Foreign Object 7,Bearhug 10*,Leg-clamp To Lung Region 6,Elbow Smash 7,Reverse Head Lock 6,Power Forearm To Neck 8,Plunge Into Ringpost 9,Choke 5 (xx),Mad Dog Tactics (S),Airplane Spin 9,Ropes,N/A,Monkey Flip Into Crowd (DQ),N/A,Shoulder Smash 8,Elbow To Throat 6,Catapult Into Turnbuckle 6,N/A,Spin Under Take Down 7,N/A,Bearhug 10*,N/A,Veteran,AWA,Original,1983,Tag Team,AWA tag team with J. Brunzell in December 1982.,true
SuperSet '83,Otto Wanz,83_35,Otto Wanz,OC,DC,OC,DC,OC,OC,OC,DC,OC/TT,DC,DC,A,Reverse,A,B,A,A,C,A,B,B,B,Power Forearms,15 P/A,10,10,10,12 P/A,10,5,2,2,4,9,12,Ropes,Belly Slam 5 P/A,Reverse Arm Lock 6 (xx),Power Body Slam 7,Win Test Of Strength 8,Head Lock 8,Figure Four Arm Bar 9,Suplex 6,Power Forearms (S),Austrian Head Scissors 10,Kneedrop To Midsection 8,N/A,Shoulder Smash 7 P/A,N/A,Cross Body Block 8,N/A,Shoulder Smash 9,Kick To Rib Cage 7,Throw Into Turnbuckle 6,N/A,N/A,Backdrop 10,Super Heavyweight,Misc,Original,1983,Upper Card,Biggest star in Germany in December 1982. Recent former AWA World Heavyweight Champion.,true
SuperSet '83,Adrian Adonis,83_36,Adrian Adonis,OC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,OC,B,B,A,Reverse,A,B,B,A,C,A,A,Goodnight Irene,13,11*,12,14*,12,10*,5,1,2,5,2,7,Half Boston Crab 9*,Hammerlock 9,Goodnight Irene (S),Pelvic Smash 7,Stomp On Face 8,Reverse Armlock 6,Elbow Plunge 6,Double Underhook 9 (xx),Forearms To Pec Region 5,Bodyslam 7 P/A,Ropes,Shoulder Block 7,N/A,Hip Roll 6,Goodnight Irene (S),N/A,Backdrop 7,Goodnight Irene (S),N/A,Bodyblock 9,Goodnight Irene (S),N/A,Heavyweight,Southwest,Original,1983,Tag Team,New Japan tag team with B. Orton in March 1983.,true
SuperSet '83,Bob Armstrong,83_37,Bob Armstrong,DC,OC/TT,DC,OC,OC,OC,DC,OC,DC,DC,DC,Reverse,B,C,A,B,A,B,A,A,A,B,Shoulder Smash,12,10 P/A,10 P/A,11,12,11,4,1,2,6,2,5,Power Slam 9,Lateral Press 8 (xx),Leg Scissors 6,Face Ripper 5,Overhand Wristlock 7,Forearm Smashes 6,Full Arm Whip 8,Piledriver 7,Flying Knee Dive 8,Lateral Guillotine (S),Ropes,Lateral Guillotine (S),Throw Out Of Ring (DQ),N/A,Elbow To Face 10,Shoulder Smash 8,Shoulder Smash 8,Cross Body Block 6,N/A,Concrete Body Slam (DQ),N/A,N/A,Veteran,Misc,Original,1983,Upper Card,Southeastern Heavyweight champion in March 1983.,true
SuperSet '83,Tony Atlas,83_38,Tony Atlas,DC,OC,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,B,Reverse,A,A,B,A,A,C,B,A,B,Military Press Slam,13,9 P/A,11,12,11 P/A,10 P/A,5,2,2,4,2,5,Shoulder Smash 9,Slam Into Turnbuckle 6,Power Slam 8 (xx),Side Headlock 6,Dynamite Forearm 9,Atlas Headbutt 8,Piledriver 8,Military Press Slam (S),Bearhug 6,Sleeperhold 8*,Ropes,Sleeperhold 10*,N/A,N/A,Bearhug 8*,N/A,Shoulder Block 7,Shoulder Block 7,Sleeperhold 9*,N/A,Bearhug 10*,N/A,Heavyweight,Georgia,Original,1983,Upper Card,Feuding with The I. Sheik in Georgia throughout March 1983.,true
SuperSet '83,Tully Blanchard,83_39,Tully Blanchard,OC,DC,OC,OC,OC/TT,OC,DC,OC,DC,DC,DC,B,Reverse,A,A,A,A,A,B,B,C,B,Flying Elbow Smash,9,10 P/A,11,9,11,10 P/A,5,3,2,4,2,7,Ropes,Scald With Branding Iron 8,Abdominal Stretch 6*,Head First Body Slam 8,Flying Elbow Smash (S),Forearm Smash 7,Cow Poke 7 (xx),Throw Out Of Ring (DQ),Arm Bar 6,Bronco Buster 8,Cowboy Crunch 9 P/A,Throw Out Of Ring (DQ),Backdrop 5,N/A,Flying Elbow Smash (S),N/A,Bodyblock 6,Bodyblock 7,Hip Rolls 5,N/A,N/A,Shoulder Slam 8,Heavyweight,Southwest,Original,1983,Tag Team,Southwest Tag Team Champion with Gino Hernandez in March 1983.,true
SuperSet '83,Tim Brooks,83_40,Killer Brooks,OC,OC,OC/TT,DC,OC,DC,OC,DC,OC,OC,OC,B,C,B,Reverse,B,A,A,A,A,A,B,Flying Elbow Smash,9 P/A,15,12,9,10 P/A,14,4,2,2,8,2,6,Smash With Chair 9,Snap Mare 9,Viscious Eye Rake 7,Flying Elbow Smash (S),Front Facelock 8,Knee To Midsection 6,Forearm Smashes 6,Bite Face And Neck 8 (xx),Facial Manipulations 7,Donkey Kick 5,Ropes,Shoulder Smash 6,N/A,Flying Elbow Smash (S),Shoulder Smash 6,Lariat 5 P/A,Back Body Drop 9,Lariat 9,N/A,N/A,Flying Elbow Smash (S),N/A,Veteran,Georgia,Original,1983,Upper Card,Georgia National Heavyweight Champion in early March 1983.,true
SuperSet '83,Jim Brunzell,83_41,Jim Brunzell,DC,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,DC,B,A,B,C,A,A,Reverse,B,A,A,B,High Flying Dropkick,13,12,11 P/A,10,9,8,3,3,2,5,2,7,Step Over Leglock 9*,Boston Crab 9*,High Flying Dropkick (S),Legstretches 5,Spinning Toehold 8,Knee Thrust 7,Arm Drag Take-down 5,Toss Across Ring 8,Ropes,Twisted Leglock 6 (xx),Flying Knee Jolt 9,N/A,Hip Rolls 6,High Flying Dropkick (S),N/A,Arm Drag 6,Flyng Headscissors 8,Monkey Flip 7,High Flying Dropkick (S),Sleeper 7*,N/A,N/A,Heavyweight,AWA,Original,1983,Tag Team,AWA World Tag Team Champion with Greg Gagne in March 1983.,true
SuperSet '83,Dr. Red Fang,83_42,Dr. Red Fang,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,B,A,A,Reverse,A,C,A,A,B,B,Vampire Lunge,7*,9,8*,10,7,8 P/A,5,2,2,4,2,6,Throw Out Of Ring (DQ),Arm Bar 6 (xx),Airplane Spin 11,Flying Dropkick 4,Vampire Lunge (S),Reverse Suplex 6,Skull Crusher 8,Spider Web Leglock 9,Transylvanian Piledriver 9 P/A,Flying Elbow Ram 7,Ropes,N/A,Flying Bodypress 0 P/A,Shoulder Smash 7,Cross Body Block 7,Vampire Lunge (S),Flying Body Block 8,Vampire Lunge (S),Leap Off Top Rope 10,N/A,N/A,N/A,Fake,Misc,Original,1983,Fake Wrestler,Fake Wrestler named after a dog.,true
SuperSet '83,Frank Dusek,83_43,Frank Dusek,OC,OC,OC,OC,DC,DC,DC,OC,OC,OC,OC/TT,B,Reverse,A,B,A,B,A,B,A,C,A,Flying Elbow Drop,8,8,10,9,10 P/A,9,3,1,2,7,2,5,Ropes,Fireman Carry 8,Forearm Slugs 7,Throw Out Of Ring (DQ),Knee To Midsection 6,Illegal Trunk Pull 5,Arm Drag Take-down 6,Neck Twist 5,Turnbuckle Smash 8,Flying Elbow Drop (S),Power Slam 10 (xx),N/A,Flying Elbow Drop (S),Shoulder Slam 8,N/A,N/A,Hip Roll 7,Jump Off Top Rope 6,Kick To Groin 7,Cross Body Block 9,N/A,Throw Thru Ropes (DQ),Veteran,Florida,Original,1983,Upper Card,Florida Southern Heavyweight Champion in late March 1983.,true
SuperSet '83,Greg Gagne,83_44,Greg Gagne,OC,DC,OC,DC,DC,OC,OC/TT,DC,OC,OC,DC,B,A,B,Reverse,A,A,C,B,A,A,B,Sleeperhold,8*,12*,10,10,12*,8*,4,3,2,6,2,7,Flying Body Press 11 P/A,Sleeper Hold (S),Headlock 5 (xx),Pumping Arm Bar 6,Armstretcher 7,High Flying Dropkick 6,Hiptoss Into Post 7,Snap Mare 6,Ropes,Bodyslam 10,Flying Body Press 10,N/A,N/A,Sleeper (S),High Rising Dropkick 8,Flying Head Scissors 9,Arm Drag 6,Flying Body Press 8 P/A,Backdrop 6,N/A,N/A,Sleeperhold (S),Cruiserweight,AWA,Original,1983,Tag Team,AWA World Tag Team Champion with Jim Brunzell in March 1983.,true
SuperSet '83,Tony Garea,83_45,Tony Garea,DC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,DC,A,B,A,C,B,A,A,Reverse,B,A,B,Flying Bodypress,10 P/A,10 P/A,10,8,12,11,3,2,2,6,2,6,Kiwi Krusher 9,Flying Bodypress (S),New Zealand Headscissors 8,Turnbuckle Smash 5,Arm Roll Takedown 8,Forearm Smashes 6,Dropkicks 7,Back Bodydrop 6,Monkey Flip 6 (xx),Sunset Flip 9 P/A,Ropes,N/A,N/A,Backdrop 9,Hip Roll 9,Arm Drag 7,Dropkicks 8,New Zealand Headscissors 7,Flying Bodypress (S),Monkey Flip 9,N/A,N/A,Veteran,WWF,Original,1983,Lower Card,WWF lower card wrestler in March 1983.,true
SuperSet '83,Mark Lewin,83_46,Purple Haze,DC,DC,OC,OC,DC,OC,OC/TT,OC,DC,DC,DC,A,A,Reverse,B,A,B,C,B,B,A,A,Hypnotic Sleeper,10*,9,8,10,11*,10 P/A,5,3,2,4,2,7,Toehold Pump 5,Front Facelock 7,Hypnotic Sleeper (S),Mouth Ripper 7,Throw Out Of Ring (DQ),Chop To Throat 7,Karate Thrusts 6 (xx),Horseshoe Kick 5,Jump On Midsection 5,Spray Purple Haze 13 P/A,Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Hypnotic Sleeper (S),N/A,N/A,Throw Out Of Ring (DQ),N/A,N/A,Cross Body Block 10,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Veteran,Florida,Original,1983,Tag Team,Name change from M. Lewin to Purple Haze in March 1983 while in Florida. Tag team with Kevin Sullivan.,true
SuperSet '83,Rocky Johnson,83_47,Rocky Johnson,OC,DC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,B,B,A,A,A,A,A,Reverse,C,B,B,Lightning Dropkicks,12 P/A,11,13 P/A,13,11,12,4,2,2,4,2,5,Ropes,Figure 4 Headlock 9*,Lightning Dropkicks (S),Reverse Chinlock 5 (xx),Soulman Powerslam 9,Sunset Flip 8,Snap Mare 6,Double Forearm Clap 7,Right Hand Jab 6,Smash Into Turnbuckle 10,Reverse Cradle 7 P/A,Revrese Cradle 7 P/A,Bodyblock 8,N/A,Monkey Flip 6,Lightning Dropkicks (S),Dropkicks 7,N/A,Shoudler Smash 8,Backdrop 8,N/A,N/A,Heavyweight,WWF,Original,1983,Tag Team,WWF tag team with J. Snuka challenging for the WWF tag team titles.,true
SuperSet '83,Junkyard Dog,83_48,Junkyard Dog,DC,DC,OC,OC/TT,OC,DC,OC,OC,OC,DC,DC,B,B,C,Reverse,A,A,A,A,A,B,B,Power Slam,8 P/A,10,14 P/A,10,12,12,5,2,2,4,2,4,Ropes,Whip With Dog Chains 10,Leglock 6,Arm Bar And Twist 6 (xx),Sledge Hammer 7,Coco-Butt 8,Inverted Suplex 9,Power Slam (S),Ram Into Turnbuckle 7,Canine Chop 5,Half Nelson 10,N/A,Power Slam (S),Power Slam (S),N/A,Lunge Off Top Rope 8,Rolling Arm Bar 7,Leg-Dive Take-Down 6,Coco-Butt 9,N/A,Throw Out Of Ring (DQ),N/A,Young Star,Mid South,Original,1983,Upper Card,Top Mid South singles star in March 1983.,true
SuperSet '83,Kamala,83_49,Kamala,DC,DC,OC,DC,OC/TT,OC,OC,DC,OC,DC,DC,A,Reverse,A,B,B,B,C,B,A,A,A,Ugandan Nerve Pinch,9,11*,11,10,11,9 P/A,5,3,2,6,7,12,Ropes,Kamala Claw 6,Bearhug 9,Smash With Chair 9,Ram Into Turnpost 6 (xx),Running Body Smash 8,Pectoral Claw 7,Ugandan Nerve Pinch (S),Throw Out Of Ring (DQ),Forehead Chops 5,Friday And Akbar Ambush 10,Shoulder Block 5,Throw Out Of Ring (DQ),N/A,N/A,Belly Smash 9,Belly Smash 8,Cross Body Block 6,N/A,Ugandan Nerve Pinch (S),N/A,Throw Out Of Ring (DQ),Super Heavyweight,Mid South,Original,1983,Upper Card,Top Mid South heel in March 1983.,true
SuperSet '83,Don Kernodle,83_50,Private Kernodle,DC,OC,OC,OC/TT,DC,OC,DC,OC,OC,DC,DC,B,C,A,B,A,B,A,A,Reverse,A,B,Twisting Neckbreaker,9 P/A,13,11,12,10 P/A,11,3,2,2,5,7,12,Ropes,Bump Buster 8 P/A,Side Headlock 7,Bodyslam 7,Eye Rake 9,Kick To Midsection 8,Full Nelson 6,Knee Drop To Throat 6,Twisting Neckbreaker (S),Slam Into Turnbuckle 7 (xx),Throw Out Of Ring (DQ),Bearhug 8*,N/A,Bodyblock 9,Bodyblock 8,N/A,N/A,Backdrop 7,N/A,Forearm To Midsection 6,Throw Out Of Ring (DQ),N/A,Heavyweight,Mid Atlantic,Original,1983,Tag Team,Mid Atlantic NWA World Tag Team champion with Sgt. Slaughter in March 1983.,true
SuperSet '83,Ivan Koloff,83_51,Ivan Koloff,OC,DC,DC,DC,OC,OC,DC,OC/TT,OC,OC,OC,B,B,Reverse,A,A,B,A,A,A,C,B,Russian Backbreaker,10*,12,14,10,11*,12,5,2,2,5,2,4,Bodyslam 5 P/A,Slug With Chains 7,Headscissors 7,Russian Backbreaker (S),Two Fisted Backsmash 7 (xx),Choke Against Ropes 6,Bearhug 10,Russian Mig Dive 8,Hammer And Sickle 6*,Rub Face In Ring Mat 6,Ropes,N/A,Wrap With Chains 9,Bearhug 8*,Russian Mig Dive 8 P/A,Slam Into Ropes 7,N/A,Choke Against Ropes 6,N/A,Russian Mig Dive 9,Throw Out Of Ring (DQ),N/A,Veteran,Georgia,Original,1983,Mid Card,Feud with Captain Redneck in March 1983.,true
SuperSet '83,Ernie Ladd,83_52,Ernie Ladd,DC,OC,DC,OC,DC,OC,DC,OC,OC,OC/TT,OC,Reverse,C,B,A,A,B,B,A,B,A,A,Neckstretcher,12,9 P/A,9 P/A,11,9,10,4,1,2,6,8,12,Ropes,Choke Hold 8,Neckstretcher (S),Bandaged Thumb To Throat 8,Foot In Face 5,Flying Leg Smash 6,Elbow Smash 7,Back Suplex 8 (xx),Throw Out Of Ring (DQ),Abdominal Stretch 6*,Bodyslam 9,N/A,Throw Out Of Ring (DQ),Bodyslam To Concrete (DQ),Thumb To Throat 6,Kick To Groin 6,Shoulder Smash 10,Shoulder Smash 10,Shoulder Smash 10,N/A,N/A,N/A,Veteran,Misc,Original,1983,Tag Team,Mid Atlantic tag team with D. Kernodle in January 1983.,true
SuperSet '83,Jerry Lawler,83_53,King Lawler,DC,OC,OC,OC,OC/TT,OC,DC,DC,OC,DC,DC,A,B,B,C,A,A,A,Reverse,B,B,A,Piledriver,7,11,9,9 P/A,10,8 P/A,5,3,2,4,2,6,Suplex 10 P/A,Royal Backbreaker 7*,Arm Bar 8,Abdominal Stretch 6*,Fistdrop 8,Continuous Forearms 7,Inverted Leg Cradle 7,Elbow Smash 9 (xx),Piledriver (S),Kneedrop To Face 6,Ropes,Bodyblock 5,N/A,N/A,Fistdrop 8,Knee To Gut 7,Elbow Smash 6,N/A,N/A,Backdrop 6,Bodyslam 7,N/A,Heavyweight,Memphis,Original,1983,Upper Card,The Kind of Memphis in March 1983 (and forever).,true
SuperSet '83,Mr. Wrestling II,83_54,Mr. Wrestling II,DC,DC,DC,OC,OC,OC,OC,DC,DC,OC/TT,DC,C,A,B,B,A,B,A,B,A,Reverse,A,Million $ Knee Lift,8 P/A,10,12,11,10,9 P/A,4,1,2,5,2,5,Ropes,Million $ Knee Lift (S),Side Headlock 9,Front Chancery 6,Side Chinlock 5,Back Body Drop 7,Power Arm Bar 8,Elbow Smash 5,Belly To Back Suplex 10,Pectoral Chop 7 (xx),Bearhug 8*,N/A,Million $ Knee Lift (S),N/A,Bearhug 6,Hip Roll 6,Cross Body Block 7,Shoulder Smash 8,N/A,Million $ Knee Lift (S),Arm Drag 9,N/A,Veteran,Mid South,Original,1983,Tag Team,"Mid South tag team champion with T. Conway, Jr. in mid-March 1983.",true
SuperSet '83,Angelo Mosca,83_55,King Kong Mosca,OC,DC,OC,DC,OC,DC,OC/TT,OC,OC,DC,OC,Reverse,A,B,A,A,B,A,C,A,B,B,Throw Out of Ring,(DQ),(DQ),12,12,(DQ),10,5,3,2,4,7,12,Ram With Football Helmet 11 P/A,Blatant Chokehold 6,Twist Foe’s Head 9,Knee Slam to Chest 5,Head Butt 8 (xx),Face-First Powerslam 7,Gorilla Fip 8,Crush Face With Knee 5,Throw Out Of Ring (S),Beat Head Against Mat 6,Ropes,N/A,Choke on Top Rope 6,Throw Out Of Ring (S),Throw Out Of Ring (S),N/A,Kick to Groin 10,Shoulder Smash 8,Cross Body Block 6,N/A,N/A,Shoulder Flip 6,Heavyweight,Florida,Original,1983,Tag Team,Florida tag team with L. Brown in March 1983.,true
SuperSet '83,El Santo Negro,83_56,El Santo Negro,OC,OC,OC,DC,DC,OC,DC,OC,OC,OC/TT,DC,A,Reverse,B,A,A,B,B,A,B,C,A,The Matador,9 P/A,9,9,9 P/A,8,10,4,1,2,6,9,12,Ropes,Backbreaker 12*,Abdominal Stretch 5*,Body Scissors 6,Dropkicks 5,Nelson De Ultimo 7,Arm Bar 7,The Matador (S),Stomp On Face 6 (xx),Castilian Headlock 6,Cannonball Columbus 9 P/A,The Matador (S),N/A,Dropkicks 8,N/A,Backdrop 6,Bodyblock 7,Shoulder Smash 6,N/A,Flying Headscissors 8,N/A,The Matador (S),Cruiserweight,Southwest,Original,1983,Lower Card,"This is not the famous Mexican wrestler, although it’s doubtful that the game designers knew that. Lower card wrestler in Southwest in March 1983.",true
SuperSet '83,Dick Murdoch,83_57,Captain Redneck,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,DC,DC,A,A,A,A,A,B,B,B,C,Reverse,B,Brain Buster,15,10,10*,10*,11,9 P/A,5,2,2,5,2,5,Head Lock 9,American Crab 7*,Confederate Chop 6 (xx),Bodyslam 7,Suplex 10,Double Forearm Smash 6,Elbow Drive To Face 6,Slam Into Turnbuckle 8,Brain Buster (S),Choke With Boot 5,Ropes,Shoulder Smash 6,N/A,Brain Buster (S),N/A,Shoulder Smash 6,Back Body Block 6,Forearm To Face 7,N/A,Cross Body Block 9,Cross Body Block 9,N/A,Veteran,Georgia,Original,1983,Tag Team,"Georgia tag team with T. Rich and feuding with B. Sawyer, O. Anderson, I. Sheik and others in March 1983.",true
SuperSet '83,Buzz Sawyer,83_58,Buzz Sawyer,OC,DC,DC,DC,DC,OC,OC,OC/TT,OC,OC,OC,A,B,C,B,A,B,B,A,Reverse,A,A,Powerslam,9,10 P/A,9 P/A,9,10,13,4,2,2,5,7,12,Elbow Smash 5,Powerslam (S),Hip Toss 7,Bridge Breaker 8,Kick To Groin 6 (xx),Eye Gouge 7,Knee Drop To Abdomen 6,Choke With Boot 6,Use Foreign Object 9,Bearhug 8*,Ropes,Bearhug 7*,Bearhug 8*,Kick To Abdomen 7,N/A,Hip Toss 6,N/A,Body Block 8,Shoulder Slam 6,N/A,N/A,Slash With Foreign Object 9,Young Star,Georgia,Original,1983,Tag Team,Georgia tag team with O. Anderson in March 1983.,true
SuperSet '83,Mike Sharpe,83_59,Iron Mike Sharpe,OC,OC,DC,DC,OC,OC,OC/TT,DC,OC,DC,OC,Reverse,A,A,B,B,B,B,A,A,A,C,Loaded Forearm Smash,11,10,11 P/A,12,12 P/A,11 P/A,5,3,2,5,9,12,Ropes,Loaded Forearm Smash (S),Test Of Strength 7*,Stomach Thrusts 9 (xx),Back Body Drop 6,Choke Against Ropes 7,Roundhouse To Gut 9,Rake Shoe Against Face 5,Canadian Backbreaker 10,Bodyslam On Concrete (DQ),Head First Body Slam 8,Throw Out Of Ring (DQ),Bodyblock 8,N/A,N/A,Loaded Forearm Smash (S),Loaded Forearm Smash (S),Loaded Forearm Smash (S),N/A,N/A,Backdrop 8,Throw Out Of Ring (DQ),Heavyweight,WWF,Original,1983,Mid Card,Working his way up the card in advance of WWF title shots in March 1983.,true
SuperSet '83,Sgt. Slaughter,83_60,Sergeant Slaughter,DC,DC,DC,OC,OC,OC,OC/TT,OC,DC,DC,DC,A,A,C,B,A,B,B,A,Reverse,B,A,Cobra Clutch,11*,11*,13,9 P/A,12,10,5,3,2,3,2,7,Ropes,Abdominal Stretch 8*,Suplex 10 P/A,Camel Clutch 6*,Body Slam 7,Military Knee To Gut 9 (xx),Body Drop 7,Flying Head Scissors 6,Front Chest Breaker 11,Cobra Clutch (S),Whip With Riding Crop 12,N/A,N/A,Rope Snap 9,Cannon Ball 8,Throw Out Of Ring (DQ),Cross Body Block 7,Kick To Midsection 6,N/A,Cannon Ball 8,Cobra Clutch (S),N/A,Heavyweight,Mid Atlantic,Original,1983,Tag Team,Mid Atlantic NWA World Tag Team champion with D. Kernodle in March 1983.,true
SuperSet '83,Adrian Street,83_61,Exotic Adrian Street,OC/TT,DC,OC,OC,OC,DC,DC,OC,OC,DC,OC,C,Reverse,A,B,B,A,B,B,A,A,A,London Bridge Deathlock,10,9,8 P/A,9*,9,10,3,1,2,7,2,4,Ropes,London Bridge Deathlock (S),Pirhouette Leg Sweep 7,Scrape With Finger Nails 5,Merry-go-round 6,Forearm Smashes 6,Wrap Around Arm Bar 8,Folded Leglock 7,Chokehold 5,Monkey Flip 9 (xx),Interference 11,N/A,N/A,Kick To Derriere 8,Backdrop 9,N/A,N/A,Monkey Flip 7,Fix Hair 2,London Bridge Deathlock (S),N/A,Interference 11,Cruiserweight,Memphis,Original,1983,Mid Card,Feuding with the F. Ones with J. Barr & J. Cornette in March 1983.,true
SuperSet '83,John Studd,83_62,Big John Studd,OC,OC,DC,OC,OC,OC,DC,OC/TT,DC,DC,OC,A,A,A,B,B,B,C,A,B,Reverse,A,Backbreaker,12,14,10*,10*,10*,16,5,2,2,3,7,12,Ropes,Bearhug 10*,Lead Weight Elbow Drop 7,Forearm Lock 7,Ten Story Knee Plunge 8,Shoulder Butt 9,Chinlock 6 (xx),Face Stomp 7,Backbreaker (S),Great Power Slam 10 P/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Bearhug 10*,Kick To Forehead 8,Bodyblock 7,N/A,N/A,Bearhug 9*,N/A,Claim To Be Real Giant 3,Super Heavyweight,WWF,Original,1983,Upper Card,Challenging for the WWF World Heavyweight title in March 1983.,true
SuperSet '83,Kevin Sullivan,83_63,Kevin Sullivan,OC,OC,DC,DC,OC,OC/TT,OC,DC,DC,OC,OC,B,Reverse,A,A,B,B,A,A,B,C,A,Satan Slam,10,8 P/A,10,8 P/A,12,12,4,3,2,5,2,8,Crossface Chicken Wing 9*,Face Grinder 7,Satan Slam (S),Wrap Around Choke 9 (xx),Kick To Lower Back 8,Full Hammerlock 7,Double Leg Dive 8,Knee To Groin 6,Ram Head Into Turnbuckle 9,Throw Out Of Ring (DQ),Ropes,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),N/A,Smash Into Turnbuckle 7,Kick To Midsection 5,N/A,Satan Slam (S),N/A,Bodyblock 8,Throw Out Of Ring (DQ),Heavyweight,Florida,Original,1983,Upper Card,Florida singles heel in March 1983.,true
SuperSet '83,Tiger Mask,83_64,Tiger Mask,OC,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,DC,B,A,A,A,C,Reverse,A,A,A,B,Reverse,Cat's Cradle,9 P/A,11 P/A,12,8,10,11,5,2,2,4,2,7,Figure 4 Leglock 10*,Flying Head Butt 8 (xx),Abdominal Stretch 5*,Tiger Tactics 9,Twisting Head Scissors 10,Tiger Flip 6,Flutter Kicks 7,Flying Body Press 11 P/A,Ropes,Cat's Cradle (S),Aerial Acrobatics 7,Reverse Cradle 5 P/A,Flying Body Press 8,Cat's Cradle (S),Flying Head Scissors 7,Flutterkick 7,Monkey Flip 6,Reverse Cradle 10,Flying Body Press 8 P/A,N/A,N/A,Kick To Forehead 8,Cruiserweight,WWF,Original,1983,World Champion,WWF World Junior Heavyweight champion in December 1982.,true
SuperSet '83,Ali Bey,83_65,Turk,OC,DC,DC,OC,OC,DC,OC,OC,DC,OC/TT,DC,A,B,Reverse,B,A,A,B,C,B,A,A,Camel Clutch,8,9,10,10,10*,9*,4,1,2,5,9,12,Ropes,Islamic Toehold 7*,Elbow Slam 9,Kick To Rib Cage 8,Arabian Piledriver 6,Side Hip Toss 7,Headlock 6,Spin Under Take-down 5,Camel Clutch (S),Back Body Slam 6 (xx),Forearm Smash 7,Camel Clutch (S),N/A,Back Flip 7,N/A,Leg Dive Take-down 6,N/A,Shoulder Smash 8,Cross Body Block 8,N/A,N/A,Kick To Groin 10,Heavyweight,Southwest,Original,1983,Mid Card,Southwest singles wrestler in March 1983.,true
SuperSet '83,Greg Valentine,83_66,Greg Valentine,DC,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,OC,B,A,B,A,Reverse,A,A,C,A,B,B,Atomic Skull Crusher,10,11,12,13,10 P/A,10 P/A,5,3,2,3,7,12,Stepover Toehold 5,Flying Face Chopper 8,Boston Crab 6*,Vertical Back Suplex 7,Figure Four Arm Bar 6,Aerial Knee Smash 10,Abdominal Stretch 9 (xx),Atomic Skull Crusher (S),Piledriver 9,Atomic Spinebreaker 5*,Ropes,Throw Out Of Ring (DQ),N/A,Use Foreign Object 12,Backdrop 5,N/A,Flying Face Chopper 9 P/A,N/A,Atomic Kneedrop 10,Bodyblock 5,N/A,N/A,Heavyweight,Mid Atlantic,Original,1983,Upper Card,Mid Atlantic United States Heavyweight champion in March 1983.,true
